OrderNumber,OrderDate,Channel,Order Quantity,Unit Price,Line Total,Unit Cost,Product Name,Product Sales,District,SubDistrict,Total Unit Cost,District Sales,SubDistrict Sales,SchoolCustomer,centroid_lat,centroid_long,rentabel,Category,Warehouse Name
SO - 0001622,2014-11-29,Wholesale,6,2914.5,17487.0,2448.18,Product 1,25571548.3,ЮВАО,Рязанский,14689.079999999998,12250166.1,924613.4,ГБОУ школа № 7,55.68134878304139,37.527835201875845,0.19,Printed products,Север
SO - 000193,2014-06-12,Wholesale,5,1085.4,5427.0,922.59,Product 7,25715986.9,САО,Коптево,4612.95,13554026.3,935963.2,ГБОУ школа № 7,55.68134878304139,37.527835201875845,0.18,IT technology,Север
SO - 0007188,2016-09-18,Wholesale,6,241.2,1447.2,205.02,Product 11,20621809.4,САО,Войковский,1230.1200000000001,13554026.3,839087.9,ГБОУ школа № 7,55.68134878304139,37.527835201875845,0.18,Household materials,Север
SO - 0002453,2015-02-28,Export,5,1072.0,5360.0,696.8,Product 7,25715986.9,САО,Савёловский,3484.0,13554026.3,871931.3,ГБОУ школа № 7,55.68134878304139,37.527835201875845,0.54,IT technology,Запад
SO - 000406,2014-07-07,Wholesale,8,1206.0,9648.0,988.92,Product 11,20621809.4,САО,Бескудниковский,7911.36,13554026.3,758105.0,ГБОУ школа № 7,55.68134878304139,37.527835201875845,0.22,Household materials,Север
SO - 0007624,2016-11-06,Export,11,3959.7,43556.7,1742.268,Product 9,9261644.49999999,ЦАО,Мещанский,19164.948,12422885.4,1165833.5,ГБОУ школа № 7,55.68134878304139,37.527835201875845,1.27,Household materials,Восток
SO - 0005353,2016-02-15,Wholesale,9,2505.8,22552.2,1453.364,Product 11,20621809.4,ЗАО,Раменки,13080.276,12577179.7,900593.9,ГБОУ школа № 7,55.68134878304139,37.527835201875845,0.72,Household materials,Север
SO - 0007461,2016-10-19,Wholesale,5,3892.7,19463.5,2763.817,Product 7,25715986.9,СВАО,Лосиноостровский,13819.085,12956171.9,610148.9,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.41,IT technology,Север
SO - 0003631,2015-07-22,Wholesale,6,234.5,1407.0,147.735,Product 11,20621809.4,СВАО,Северный,886.4100000000001,12956171.9,888748.3,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.59,Household materials,Север
SO - 0005176,2016-01-24,Wholesale,5,3819.0,19095.0,2940.63,Product 5,17047098.1,СВАО,Останкинский,14703.150000000001,12956171.9,885565.8,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.3,Household materials,Север
SO - 0006627,2016-07-13,Wholesale,5,1232.8,6164.0,875.288,Product 2,22913892.8,ЮЗАО,Академический,4376.4400000000005,14198700.3,1023063.2,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.41,Household materials,Север
SO - 0004715,2015-12-01,Wholesale,10,234.5,2345.0,119.595,Product 3,3066281.8,ЮЗАО,Академический,1195.95,14198700.3,1023063.2,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.96,IT technology,Север
SO - 0002989,2015-05-05,Wholesale,6,951.4,5708.4,418.616,Product 1,25571548.3,ЮЗАО,Коньково,2511.696,14198700.3,1136996.7,ГБОУ школа № 625,55.68953476444054,37.58883441687619,1.27,Printed products,Север
SO - 000702,2014-08-10,Distributor,10,3859.2,38592.0,2045.376,Product 12,3109289.1,ЮЗАО,Коньково,20453.76,14198700.3,1136996.7,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.89,Printed products,Восток
SO - 0002011,2015-01-08,Wholesale,9,1025.1,9225.9,512.55,Product 10,3115647.4,ЮЗАО,Котловка,4612.95,14198700.3,1191172.9,ГБОУ школа № 625,55.68953476444054,37.58883441687619,1.0,Printed products,Север
SO - 0001654,2014-12-04,Wholesale,11,3631.4,39945.4,2977.748,Product 3,3066281.8,ЮЗАО,Котловка,32755.228,14198700.3,1191172.9,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.22,IT technology,Восток
SO - 0002331,2015-02-13,Wholesale,6,1822.4,10934.4,1111.664,Product 6,3341216.3,ЮВАО,Капотня,6669.984,12250166.1,1098304.2,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.64,Household materials,Север
SO - 0002836,2015-04-20,Distributor,6,6472.2,38833.2,3236.1,Product 1,25571548.3,ЮВАО,Текстильщики,19416.6,12250166.1,887173.8,ГБОУ школа № 625,55.68953476444054,37.58883441687619,1.0,Printed products,Запад
SO - 000315,2014-06-27,Wholesale,7,2599.6,18197.2,2157.668,Product 7,25715986.9,ВАО,Богородское,15103.676000000001,12387402.2,762868.7,ГБОУ школа № 625,55.68953476444054,37.58883441687619,0.2,IT technology,Восток
SO - 000751,2014-08-15,Export,5,3242.8,16214.0,1459.26,Product 5,17047098.1,ВАО,Перово,7296.3,12387402.2,688800.2,ГБОУ школа № 625,55.68953476444054,37.58883441687619,1.22,Household materials,Запад
SO - 0002238,2015-02-03,Wholesale,7,1031.8,7222.6,546.854,Product 6,3341216.3,СВАО,Лосиноостровский,3827.978,12956171.9,610148.9,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.89,Household materials,Север
SO - 0002898,2015-04-26,Wholesale,8,3765.4,30123.2,1656.776,Product 11,20621809.4,СВАО,Марфино,13254.208,12956171.9,863824.3,ГБОУ школа № 878,55.61187065797587,37.71311556630083,1.27,Household materials,Север
SO - 0003388,2015-06-21,Export,11,268.0,2948.0,163.48,Product 2,22913892.8,ЮЗАО,Коньково,1798.28,14198700.3,1136996.7,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.64,Household materials,Восток
SO - 0004827,2015-12-16,Distributor,11,180.9,1989.9,123.012,Product 11,20621809.4,ЮЗАО,Котловка,1353.132,14198700.3,1191172.9,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.47,Household materials,Север
SO - 0007325,2016-10-04,Wholesale,10,1226.1,12261.0,674.355,Product 11,20621809.4,ЮЗАО,Зюзино,6743.55,14198700.3,694669.4,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.82,Household materials,Север
SO - 0001373,2014-11-01,Distributor,12,2532.6,30391.2,1848.798,Product 5,17047098.1,ЮВАО,Марьино,22185.576,12250166.1,878825.6,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.37,Household materials,Север
SO - 0003649,2015-07-23,Wholesale,5,2385.2,11926.0,1311.86,Product 11,20621809.4,ЮВАО,Южнопортовый,6559.299999999999,12250166.1,858296.8,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.82,Household materials,Юг
SO - 000313,2014-06-27,Wholesale,8,167.5,1340.0,123.95,Product 11,20621809.4,ЮВАО,Рязанский,991.6,12250166.1,924613.4,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.35,Household materials,Запад
SO - 0003575,2015-07-15,Export,10,2485.7,24857.0,1988.56,Product 2,22913892.8,ЮАО,Бирюлёво Западное,19885.6,11968129.6,950153.8,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.25,Household materials,Восток
SO - 0002905,2015-04-27,Wholesale,9,2753.7,24783.3,1679.757,Product 5,17047098.1,ЦАО,Замоскворечье,15117.813,12422885.4,1432647.6,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.64,Household materials,Север
SO - 0002813,2015-04-17,Wholesale,12,3946.3,47355.6,1775.835,Product 7,25715986.9,ЦАО,Таганский,21310.02,12422885.4,1308061.1,ГБОУ школа № 878,55.61187065797587,37.71311556630083,1.22,IT technology,Запад
SO - 0004075,2015-09-14,Wholesale,12,3899.4,46792.8,2612.598,Product 7,25715986.9,ЦАО,Красносельский,31351.176,12422885.4,1109761.2,ГБОУ школа № 878,55.61187065797587,37.71311556630083,0.49,IT technology,Юг
SO - 0002369,2015-02-18,Wholesale,8,3705.1,29640.8,2111.907,Product 13,11774660.4,СВАО,Лосиноостровский,16895.256,12956171.9,610148.9,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.75,Printed products,Запад
SO - 0002811,2015-04-17,Distributor,10,254.6,2546.0,150.214,Product 13,11774660.4,СВАО,Бутырский,1502.1399999999999,12956171.9,877452.1,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.69,Printed products,Восток
SO - 0007291,2016-09-29,Wholesale,5,214.4,1072.0,177.952,Product 1,25571548.3,СЗАО,Покровское-Стрешнево,889.76,12797656.6,1404527.7,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.2,Printed products,Запад
SO - 0002954,2015-05-03,Wholesale,5,3899.4,19497.0,3119.52,Product 12,3109289.1,СЗАО,Куркино,15597.6,12797656.6,1700821.8,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.25,Printed products,Восток
SO - 0005563,2016-03-09,Export,6,3671.6,22029.6,1468.64,Product 1,25571548.3,СЗАО,Щукино,8811.84,12797656.6,1734489.3,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,1.5,Printed products,Север
SO - 000531,2014-07-22,Wholesale,6,1172.5,7035.0,809.025,Product 4,2857288.7,ЮЗАО,Гагаринский,4854.15,14198700.3,1241449.7,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.45,Printed products,Север
SO - 0006032,2016-05-05,Distributor,5,777.2,3886.0,349.74,Product 11,20621809.4,ЮЗАО,Коньково,1748.7,14198700.3,1136996.7,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,1.22,Household materials,Север
SO - 0007696,2016-11-15,Wholesale,7,2371.8,16602.6,1541.67,Product 1,25571548.3,ЮЗАО,Тёплый Стан,10791.69,14198700.3,1638773.1,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.54,Printed products,Север
SO - 0004490,2015-11-06,Distributor,5,3095.4,15477.0,2631.09,Product 13,11774660.4,ЮЗАО,Тёплый Стан,13155.45,14198700.3,1638773.1,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.18,Printed products,Север
SO - 0006715,2016-07-22,Wholesale,9,3912.8,35215.2,3325.88,Product 7,25715986.9,ЮЗАО,Котловка,29932.920000000002,14198700.3,1191172.9,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.18,IT technology,Север
SO - 0001834,2014-12-24,Distributor,9,1112.2,10009.8,734.052,Product 5,17047098.1,ВАО,Преображенское,6606.468,12387402.2,773816.5,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.52,Household materials,Север
SO - 0005687,2016-03-25,Wholesale,7,2398.6,16790.2,1439.16,Product 11,20621809.4,ВАО,Восточный,10074.12,12387402.2,778225.1,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.67,Household materials,Восток
SO - 0004370,2015-10-21,Wholesale,8,3859.2,30873.6,2354.112,Product 7,25715986.9,САО,Молжаниновский,18832.896,13554026.3,1207266.3,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.64,IT technology,Запад
SO - 0005844,2016-04-12,Distributor,10,2211.0,22110.0,1127.61,Product 5,17047098.1,САО,Савёловский,11276.099999999999,13554026.3,871931.3,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.96,Household materials,Запад
SO - 0003426,2015-06-27,Wholesale,11,2244.5,24689.5,1279.365,Product 2,22913892.8,САО,Бескудниковский,14073.015,13554026.3,758105.0,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.75,Household materials,Восток
SO - 0003745,2015-08-03,Wholesale,10,971.5,9715.0,417.745,Product 6,3341216.3,ЦАО,Арбат,4177.45,12422885.4,1424627.7,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,1.33,Household materials,Восток
SO - 0002724,2015-04-07,Wholesale,5,234.5,1172.5,117.25,Product 1,25571548.3,ЦАО,Басманный,586.25,12422885.4,1246226.8,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,1.0,Printed products,Восток
SO - 0004055,2015-09-11,Wholesale,9,6472.2,58249.8,3106.656,Product 7,25715986.9,ЦАО,Хамовники,27959.904,12422885.4,1238039.4,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,1.08,IT technology,Север
SO - 0006533,2016-07-03,Distributor,11,6378.4,70162.4,4783.8,Product 1,25571548.3,ЦАО,Хамовники,52621.8,12422885.4,1238039.4,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.33,Printed products,Запад
SO - 0001791,2014-12-19,Wholesale,11,3919.5,43114.5,2038.14,Product 10,3115647.4,ЦАО,Тверской,22419.54,12422885.4,1363979.3,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,0.92,Printed products,Юг
SO - 0006427,2016-06-20,Export,8,2566.1,20528.8,1206.067,Product 6,3341216.3,ЦАО,Тверской,9648.536,12422885.4,1363979.3,ГАПОУ ПК № 8 им. И.Ф. Павлова,55.77686156056429,37.54667610847505,1.13,Household materials,Север
SO - 0003129,2015-05-23,Wholesale,8,857.6,6860.8,428.8,Product 1,25571548.3,СВАО,Лосиноостровский,3430.4,12956171.9,610148.9,ГБПОУ КДПИ им. Карла Фаберже,55.61994698630718,37.708354961899914,1.0,Printed products,Восток
SO - 0006603,2016-07-11,Distributor,12,3664.9,43978.8,1795.801,Product 2,22913892.8,СВАО,Бутырский,21549.612,12956171.9,877452.1,ГБПОУ КДПИ им. Карла Фаберже,55.61994698630718,37.708354961899914,1.04,Household materials,Север
SO - 0003964,2015-08-31,Wholesale,8,3932.9,31463.2,2792.359,Product 5,17047098.1,САО,Аэропорт,22338.872,13554026.3,756001.2000000001,ГБПОУ КДПИ им. Карла Фаберже,55.61994698630718,37.708354961899914,0.41,Household materials,Запад
SO - 0004013,2015-09-06,Distributor,7,1782.2,12475.4,1301.006,Product 10,3115647.4,ЮАО,Чертаново Центральное,9107.042000000001,11968129.6,807303.1,ГБПОУ КДПИ им. Карла Фаберже,55.61994698630718,37.708354961899914,0.37,Printed products,Восток
SO - 0008001,2016-12-21,Wholesale,11,167.5,1842.5,72.025,Product 7,25715986.9,ЮАО,Чертаново Северное,792.2750000000001,11968129.6,912962.1,ГБПОУ КДПИ им. Карла Фаберже,55.61994698630718,37.708354961899914,1.33,IT technology,Север
SO - 0006030,2016-05-05,Wholesale,11,3685.0,40535.0,2395.25,Product 5,17047098.1,ЮАО,Бирюлёво Западное,26347.75,11968129.6,950153.8,ГБПОУ КДПИ им. Карла Фаберже,55.61994698630718,37.708354961899914,0.54,Household materials,Запад
SO - 0004147,2015-09-23,Wholesale,12,1085.4,13024.8,879.174,Product 7,25715986.9,СВАО,Лосиноостровский,10550.088,12956171.9,610148.9,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,0.23,IT technology,Восток
SO - 0005182,2016-01-24,Distributor,8,1212.7,9701.6,557.842,Product 11,20621809.4,СВАО,Бутырский,4462.736,12956171.9,877452.1,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,1.17,Household materials,Запад
SO - 0004946,2015-12-30,Wholesale,5,1748.7,8743.5,909.324,Product 5,17047098.1,ВАО,Вешняки,4546.62,12387402.2,753830.4,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,0.92,Household materials,Запад
SO - 0007277,2016-09-27,Wholesale,11,3122.2,34344.2,1498.656,Product 6,3341216.3,ВАО,Восточное Измайлово,16485.216,12387402.2,756959.3,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,1.08,Household materials,Юг
SO - 0007544,2016-10-29,Wholesale,8,683.4,5467.2,444.21,Product 1,25571548.3,ЮАО,Нагорный,3553.68,11968129.6,849499.7,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,0.54,Printed products,Запад
SO - 0005931,2016-04-24,Wholesale,11,1139.0,12529.0,933.98,Product 9,9261644.49999999,ЮАО,Нагатинский Затон,10273.78,11968129.6,915789.5,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,0.22,Household materials,Север
SO - 000777,2014-08-18,Wholesale,10,984.9,9849.0,689.43,Product 2,22913892.8,ЮАО,Москворечье-Сабурово,6894.299999999999,11968129.6,864561.3,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,0.43,Household materials,Север
SO - 0001002,2014-09-14,Distributor,11,5259.5,57854.5,4102.41,Product 5,17047098.1,ЮАО,Донской,45126.509999999995,11968129.6,709630.5,ГБОУ школа № 1415 «Останкино»,55.82332033469177,37.62829334341405,0.28,Household materials,Юг
SO - 0007102,2016-09-08,Wholesale,6,2318.2,13909.2,1947.288,Product 2,22913892.8,СВАО,Лосиноостровский,11683.728,12956171.9,610148.9,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.19,Household materials,Восток
SO - 0007026,2016-08-30,Distributor,6,1018.4,6110.4,692.512,Product 2,22913892.8,ЮВАО,Лефортово,4155.072,12250166.1,915628.7,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.47,Household materials,Север
SO - 0002856,2015-04-22,Wholesale,5,1145.7,5728.5,882.189,Product 5,17047098.1,ЮВАО,Текстильщики,4410.945,12250166.1,887173.8,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.3,Household materials,Север
SO - 0002868,2015-04-24,Wholesale,10,2351.7,23517.0,1787.292,Product 13,11774660.4,САО,Восточное Дегунино,17872.92,13554026.3,956565.7,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.32,Printed products,Север
SO - 0006022,2016-05-04,Wholesale,11,1742.0,19162.0,992.94,Product 2,22913892.8,САО,Левобережный,10922.34,13554026.3,905632.3,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.75,Household materials,Запад
SO - 0007778,2016-11-23,Distributor,12,5266.2,63194.4,2211.804,Product 9,9261644.49999999,САО,Аэропорт,26541.648,13554026.3,756001.2000000001,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,1.38,Household materials,Север
SO - 0005141,2016-01-20,Wholesale,5,2552.7,12763.5,1225.296,Product 1,25571548.3,САО,Ховрино,6126.4800000000005,13554026.3,598805.8,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,1.08,Printed products,Восток
SO - 0007627,2016-11-06,Wholesale,10,891.1,8911.0,623.77,Product 7,25715986.9,ЦАО,Замоскворечье,6237.7,12422885.4,1432647.6,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.43,IT technology,Юг
SO - 0005927,2016-04-23,Wholesale,9,221.1,1989.9,161.403,Product 8,3215604.7,ЦАО,Таганский,1452.627,12422885.4,1308061.1,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.37,Household materials,Запад
SO - 0001278,2014-10-20,Distributor,8,241.2,1929.6,200.196,Product 13,11774660.4,ЗАО,Ново-Переделкино,1601.568,12577179.7,783008.9,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.2,Printed products,Запад
SO - 0001193,2014-10-07,Wholesale,6,1072.0,6432.0,911.2,Product 11,20621809.4,ЗАО,Филёвский Парк,5467.200000000001,12577179.7,971868.5,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.18,Household materials,Север
SO - 0004990,2016-01-05,Distributor,8,1018.4,8147.2,794.352,Product 1,25571548.3,ЗАО,Тропарёво-Никулино,6354.816,12577179.7,840762.9,ГБОУ школа № 1234,55.753534658245584,37.59014964752074,0.28,Printed products,Север
SO - 0006883,2016-08-13,Distributor,12,1246.2,14954.4,834.954,Product 14,3144263.1,СВАО,Лосиноостровский,10019.448,12956171.9,610148.9,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.49,Printed products,Запад
SO - 0007595,2016-11-02,Distributor,6,1051.9,6311.4,662.697,Product 7,25715986.9,СВАО,Северный,3976.182,12956171.9,888748.3,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.59,IT technology,Север
SO - 000202,2014-06-13,Wholesale,7,5313.1,37191.7,2656.55,Product 7,25715986.9,СВАО,Бабушкинский,18595.850000000002,12956171.9,741401.9,ГБОУ школа № 293,55.81767035161473,37.64219146037398,1.0,IT technology,Запад
SO - 0006137,2016-05-18,Export,5,2666.6,13333.0,1093.306,Product 2,22913892.8,ЮЗАО,Зюзино,5466.530000000001,14198700.3,694669.4,ГБОУ школа № 293,55.81767035161473,37.64219146037398,1.44,Household materials,Север
SO - 0003186,2015-05-28,Export,9,1159.1,10431.9,938.871,Product 11,20621809.4,ЮАО,Нагатино-Садовники,8449.839,11968129.6,762768.2,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.23,Household materials,Запад
SO - 0001213,2014-10-10,Distributor,12,2659.9,31918.8,2154.519,Product 11,20621809.4,ЮАО,Москворечье-Сабурово,25854.227999999996,11968129.6,864561.3,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.23,Household materials,Север
SO - 0005565,2016-03-09,Wholesale,12,3993.2,47918.4,1916.736,Product 2,22913892.8,ЦАО,Замоскворечье,23000.832000000002,12422885.4,1432647.6,ГБОУ школа № 293,55.81767035161473,37.64219146037398,1.08,Household materials,Север
SO - 000690,2014-08-09,Wholesale,5,683.4,3417.0,382.704,Product 7,25715986.9,ЦАО,Таганский,1913.52,12422885.4,1308061.1,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.79,IT technology,Север
SO - 0003054,2015-05-13,Distributor,11,2318.2,25500.2,1182.282,Product 5,17047098.1,ЦАО,Таганский,13005.101999999999,12422885.4,1308061.1,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.96,Household materials,Восток
SO - 0004670,2015-11-27,Distributor,12,2579.5,30954.0,2037.805,Product 1,25571548.3,ЦАО,Мещанский,24453.66,12422885.4,1165833.5,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.27,Printed products,Восток
SO - 0005706,2016-03-28,Distributor,7,844.2,5909.4,616.266,Product 7,25715986.9,ЦАО,Пресненский,4313.862,12422885.4,1228478.5,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.37,IT technology,Север
SO - 0001220,2014-10-12,Wholesale,7,3886.0,27202.0,2059.58,Product 1,25571548.3,ЗАО,Крылатское,14417.06,12577179.7,1064857.8,ГБОУ школа № 293,55.81767035161473,37.64219146037398,0.89,Printed products,Запад
SO - 000171,2014-06-09,Wholesale,9,1078.7,9708.3,506.989,Product 7,25715986.9,ЗАО,Солнцево,4562.901,12577179.7,916707.4,ГБОУ школа № 293,55.81767035161473,37.64219146037398,1.13,IT technology,Юг
SO - 0001415,2014-11-05,Distributor,11,3953.0,43483.0,3241.46,Product 1,25571548.3,СВАО,Лосиноостровский,35656.06,12956171.9,610148.9,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.22,Printed products,Запад
SO - 0004532,2015-11-12,Distributor,6,6043.4,36260.4,2961.266,Product 8,3215604.7,СВАО,Алексеевский,17767.596,12956171.9,891368.0,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.04,Household materials,Юг
SO - 0004540,2015-11-14,Distributor,7,3859.2,27014.4,3241.728,Product 7,25715986.9,СЗАО,Хорошёво-Мнёвники,22692.096,12797656.6,1570915.5,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.19,IT technology,Север
SO - 0001895,2014-12-30,Wholesale,6,1005.0,6030.0,442.2,Product 1,25571548.3,СЗАО,Строгино,2653.2,12797656.6,1583538.3,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.27,Printed products,Запад
SO - 0007443,2016-10-17,Wholesale,5,2800.6,14003.0,2380.51,Product 11,20621809.4,СЗАО,Покровское-Стрешнево,11902.550000000001,12797656.6,1404527.7,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.18,Household materials,Север
SO - 0001984,2015-01-05,Export,12,2405.3,28863.6,1803.975,Product 9,9261644.49999999,СЗАО,Покровское-Стрешнево,21647.699999999997,12797656.6,1404527.7,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.33,Household materials,Север
SO - 000340,2014-06-29,Distributor,7,6157.3,43101.1,4556.402,Product 5,17047098.1,СЗАО,Куркино,31894.814,12797656.6,1700821.8,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.35,Household materials,Север
SO - 0005129,2016-01-18,Export,8,6318.1,50544.8,4738.575,Product 7,25715986.9,СЗАО,Митино,37908.6,12797656.6,1592623.5,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.33,IT technology,Восток
SO - 0002026,2015-01-09,Export,9,2619.7,23577.3,1571.82,Product 12,3109289.1,ЮВАО,Южнопортовый,14146.38,12250166.1,858296.8,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.67,Printed products,Север
SO - 0007255,2016-09-25,Export,8,1849.2,14793.6,1553.328,Product 1,25571548.3,ЮВАО,Кузьминки,12426.624,12250166.1,1034453.2,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.19,Printed products,Север
SO - 0001264,2014-10-18,Wholesale,7,3946.3,27624.1,1617.983,Product 11,20621809.4,ВАО,Перово,11325.881,12387402.2,688800.2,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.44,Household materials,Север
SO - 0003431,2015-06-27,Wholesale,6,998.3,5989.8,549.065,Product 2,22913892.8,ЮАО,Чертаново Северное,3294.3900000000003,11968129.6,912962.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.82,Household materials,Восток
SO - 0004561,2015-11-15,Distributor,11,5313.1,58444.1,2550.288,Product 7,25715986.9,ЮАО,Чертаново Северное,28053.168,11968129.6,912962.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.08,IT technology,Запад
SO - 000602,2014-07-30,Wholesale,12,1058.6,12703.2,645.746,Product 1,25571548.3,ЮАО,Бирюлёво Западное,7748.951999999999,11968129.6,950153.8,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.64,Printed products,Восток
SO - 000122,2014-06-03,Export,12,991.6,11899.2,654.456,Product 2,22913892.8,ЮАО,Орехово-Борисово Южное,7853.472,11968129.6,865780.7,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.52,Household materials,Восток
SO - 0006128,2016-05-17,Distributor,8,2639.8,21118.4,1689.472,Product 9,9261644.49999999,ЮАО,Орехово-Борисово Северное,13515.776,11968129.6,495418.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.56,Household materials,Запад
SO - 0005522,2016-03-03,Wholesale,12,1922.9,23074.8,788.389,Product 1,25571548.3,НАО,Десёновское,9460.668,12542091.8,1033160.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.44,Printed products,Север
SO - 000936,2014-09-06,Distributor,6,857.6,5145.6,660.352,Product 7,25715986.9,НАО,Десёновское,3962.112,12542091.8,1033160.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.3,IT technology,Север
SO - 0002192,2015-01-29,Wholesale,10,3852.5,38525.0,2966.425,Product 10,3115647.4,НАО,Щербинка,29664.25,12542091.8,1096897.2,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.3,Printed products,Запад
